question_id,node_id,node_name,cognitive_operation,cognitive_demand,reasoning
Q_M_06_041,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_042,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_042,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_043,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_044,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_045,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_046,N_M_06_005,Purely Real/Imaginary Condition Extraction,Determine the parameter values (often θ) for which a given complex expression is purely real or purely imaginary by setting the relevant part (Im or Re) to zero after algebraic expansion.,Formula with Judgment,"The procedure (set Re or Im to zero) is standard, but the student must correctly rationalize the complex expression and identify which part to set to zero."
Q_M_06_046,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_047,N_M_06_005,Purely Real/Imaginary Condition Extraction,Determine the parameter values (often θ) for which a given complex expression is purely real or purely imaginary by setting the relevant part (Im or Re) to zero after algebraic expansion.,Formula with Judgment,"The procedure (set Re or Im to zero) is standard, but the student must correctly rationalize the complex expression and identify which part to set to zero."
Q_M_06_048,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_049,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_050,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_050,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_051,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_052,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_053,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_054,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_055,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_056,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_057,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_058,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_058,N_M_06_002,Recurrence from Conjugate Roots,"Given that α, β are complex conjugate roots of a quadratic, compute high powers αⁿ+βⁿ by establishing a recurrence relation via Newton's identities or by using the polar form and De Moivre's theorem.",Build Then Solve,"The student must construct the recurrence relation from Vieta's formulas, choose between polar-form and recurrence approaches, initialize correctly, and then compute — a multi-step construction before any calculation."
Q_M_06_059,N_M_06_009,Inequality to Annular/Bounded Region,"Convert a modulus inequality or logarithmic/exponential inequality involving |z| into an annular or bounded region, then find extrema (least |z|, largest |z|) within the feasible set.",Build Then Solve,"The student must unwrap the inequality (often logarithmic or exponential), convert to a modulus inequality, determine the feasible set for |z|, and extract the extremum."
Q_M_06_060,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_061,N_M_06_002,Recurrence from Conjugate Roots,"Given that α, β are complex conjugate roots of a quadratic, compute high powers αⁿ+βⁿ by establishing a recurrence relation via Newton's identities or by using the polar form and De Moivre's theorem.",Build Then Solve,"The student must construct the recurrence relation from Vieta's formulas, choose between polar-form and recurrence approaches, initialize correctly, and then compute — a multi-step construction before any calculation."
Q_M_06_062,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_062,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_063,N_M_06_005,Purely Real/Imaginary Condition Extraction,Determine the parameter values (often θ) for which a given complex expression is purely real or purely imaginary by setting the relevant part (Im or Re) to zero after algebraic expansion.,Formula with Judgment,"The procedure (set Re or Im to zero) is standard, but the student must correctly rationalize the complex expression and identify which part to set to zero."
Q_M_06_063,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_064,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_065,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_066,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_067,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_068,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_069,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_070,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_070,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_071,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_072,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_073,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_073,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_074,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_074,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_075,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_076,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_076,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_077,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_078,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_078,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_079,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_080,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_081,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_082,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_082,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_083,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_084,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_085,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_086,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_06_086,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_087,N_M_06_008,Equation-as-Circle Identification,"Recognize that a given complex equation involving |z−a|/|z−b|=k or similar Apollonius-type expressions defines a circle, then extract its center and radius by algebraic manipulation or standard results.",Formula with Judgment to Build Then Solve,Standard forms (|z−a|/|z−b|=k) are formula-with-judgment. Non-standard forms (Im((iz−2)/(z−i))+1=0) require full expansion and algebraic manipulation to reveal the circle — which is build-then-solve.
Q_M_06_088,N_M_06_012,Region Intersection and Geometric Measurement,"Interpret multiple simultaneous constraints on z as geometric regions (disks, half-planes, circles), compute their intersection, and extract a geometric quantity (area, closest point, extremum of |z−w|) from the intersection.",Build Then Solve,"The student must independently interpret each constraint as a geometric object, visualize or compute the intersection, and then extract the required quantity — none of which follows from a single formula."
Q_M_06_089,N_M_06_007,Rotation and Geometric Construction,"Use the multiplication-by-i or multiplication-by-eⁱᶿ interpretation to perform geometric operations (rotation, reflection) on complex points and then determine properties of the resulting configuration (argument, area, triangle type).",Build Then Solve,"Requires translating geometric operations (rotation, triangle formation) into complex arithmetic, performing the construction, and then extracting the requested quantity."
Q_M_06_090,N_M_06_009,Inequality to Annular/Bounded Region,"Convert a modulus inequality or logarithmic/exponential inequality involving |z| into an annular or bounded region, then find extrema (least |z|, largest |z|) within the feasible set.",Build Then Solve,"The student must unwrap the inequality (often logarithmic or exponential), convert to a modulus inequality, determine the feasible set for |z|, and extract the extremum."
Q_M_06_091,N_M_06_009,Inequality to Annular/Bounded Region,"Convert a modulus inequality or logarithmic/exponential inequality involving |z| into an annular or bounded region, then find extrema (least |z|, largest |z|) within the feasible set.",Build Then Solve,"The student must unwrap the inequality (often logarithmic or exponential), convert to a modulus inequality, determine the feasible set for |z|, and extract the extremum."
Q_M_06_092,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_093,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_093,N_M_06_004,Extremal Distance on Constrained Sets,"Given z constrained to a disk or circle, find the maximum or minimum of |z−w| for a fixed point w by reasoning about the geometry (center-to-center distance ± radii) rather than algebraic optimization.",Formula with Judgment,"The underlying principle (distance to center ± radius) is a formula, but the student must judge whether the point is inside/outside the disk and handle the geometry correctly."
Q_M_06_094,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_095,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_096,N_M_06_001,Power Collapse via Root of Unity,"Recognize a complex number as a root of unity (or expressible in polar form with a rational multiple of π as argument), then collapse a high power using periodicity to compute an exact value.",Formula with Judgment,"The core operation is recognizing the base as a root of unity and applying De Moivre's theorem, but the student must first convert to polar form and determine the correct period — requiring judgment about what to plug in."
Q_M_06_097,N_M_06_003,Solve-for-z via Conjugate Substitution,"Solve an equation involving both z and z̄ (or |z|) by substituting z=x+iy, separating into a real system, and finding all solution pairs — then aggregating a quantity (sum of |z|², count, etc.) over the solution set.",Build Then Solve,"Requires setting up z=x+iy, expanding, separating into a real/imaginary system, solving a potentially nonlinear system, and then aggregating — the problem representation must be built before solving."
Q_M_06_098,N_M_06_013,Algebraic Identity with Complex Roots,"Use properties of roots of unity (especially ω, ω² for x²+x+1=0) to simplify algebraic expressions involving these roots — replacing ω² = −1−ω, or noting 1+ω+ω²=0 — to reduce complicated multinomial expressions to integers.",Build and Work Backwards,"The student must recognize that expressions simplify via ω²=−1−ω, strategically reduce multinomial expressions using this identity, and often work backwards from the desired form to figure out which substitution path leads there."
Q_M_06_099,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_100,N_M_06_014,Condition-to-Locus Translation,"Translate an algebraic condition on a complex variable (e.g., Re(f(z))=0, |expression|=k, purely imaginary/real) into a geometric locus (circle, line, region) by substituting z=x+iy and separating real/imaginary parts.",Formula with Judgment to Build Then Solve,Simple cases (|z−a|=|z−b| is a perpendicular bisector) are formula-with-judgment. Complex cases (Re(rational expression)=0 requiring full expansion then recognition) require building a representation before solving.
Q_M_06_100,N_M_06_015,Modulus-Argument Dual Constraint,"Simultaneously use modulus and argument conditions on z (e.g., |z|=r and arg(z)=θ, or |zw|=1 and arg(z)−arg(w)=π/2) to pin down z or a derived quantity, requiring coordinated use of both polar components.",Build Then Solve,Two constraints on different aspects of z (modulus and argument) must be simultaneously satisfied; the student constructs z in polar form and solves the coupled conditions.
Q_M_01_201,N_M_01_011,Foot-of-perpendicular extraction,"Student must parametrize a point on a line or plane, set up the perpendicularity condition (dot product = 0) between the foot-to-given-point vector and the direction vector, and solve for the parameter to find the foot coordinates.",Formula with Judgment,"Student recalls the parametric representation and perpendicularity dot-product condition, but must determine which vector to dot with which direction vector — a non-trivial setup step."
