question_id,error_id,error_name,error_type,description
Q_M_18_064,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_065,ERR_M_19_005,Digit-sum divisibility misapplication,Conceptual error,"The student misapplies divisibility rules (e.g., using the digit-sum rule for divisibility by 4, which actually depends on the last two digits, not the digit sum)."
Q_M_18_066,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_067,ERR_M_19_005,Digit-sum divisibility misapplication,Conceptual error,"The student misapplies divisibility rules (e.g., using the digit-sum rule for divisibility by 4, which actually depends on the last two digits, not the digit sum)."
Q_M_18_068,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_069,ERR_M_19_003,Dictionary-rank off-by-one,Procedural error,"When computing the dictionary rank of a word, the student either forgets to add 1 for the target word itself or double-counts the final position."
Q_M_18_069,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_070,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_071,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_072,ERR_M_19_005,Digit-sum divisibility misapplication,Conceptual error,"The student misapplies divisibility rules (e.g., using the digit-sum rule for divisibility by 4, which actually depends on the last two digits, not the digit sum)."
Q_M_18_073,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_074,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_075,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_152,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_153,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_154,ERR_M_19_009,Case omission in mixed-repetition words,Setup error,"When forming words from a source with multiple letter types at different frequencies, the student omits one or more case categories (e.g., forgets the 'two pairs' case when selecting 4 letters from EXAMINATION)."
Q_M_18_155,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_156,ERR_M_19_004,Degenerate geometry failure,Setup error,"When counting triangles from points including collinear subsets, the student fails to subtract the degenerate 'triangles' formed by three collinear points."
Q_M_18_157,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_158,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_159,ERR_M_19_012,Stars-and-bars without variable substitution,Procedural error,"The student applies stars-and-bars directly without first substituting variables to account for lower-bound constraints (e.g., x ≥ 3 should become x' = x - 3, x' ≥ 0)."
Q_M_18_160,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_161,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_162,ERR_M_19_001,Identical-object partition neglect,Conceptual error,"When distributing identical objects into identical groups (e.g., 8 identical books into 4 identical shelves), the student uses stars-and-bars (which assumes distinct groups) instead of integer partition enumeration."
Q_M_18_163,ERR_M_19_004,Degenerate geometry failure,Setup error,"When counting triangles from points including collinear subsets, the student fails to subtract the degenerate 'triangles' formed by three collinear points."
Q_M_18_164,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_164,ERR_M_19_005,Digit-sum divisibility misapplication,Conceptual error,"The student misapplies divisibility rules (e.g., using the digit-sum rule for divisibility by 4, which actually depends on the last two digits, not the digit sum)."
Q_M_18_165,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_166,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_167,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_168,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_169,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_170,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_171,ERR_M_19_004,Degenerate geometry failure,Setup error,"When counting triangles from points including collinear subsets, the student fails to subtract the degenerate 'triangles' formed by three collinear points."
Q_M_18_172,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_173,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_174,ERR_M_19_005,Digit-sum divisibility misapplication,Conceptual error,"The student misapplies divisibility rules (e.g., using the digit-sum rule for divisibility by 4, which actually depends on the last two digits, not the digit sum)."
Q_M_18_174,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_175,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_176,ERR_M_19_009,Case omission in mixed-repetition words,Setup error,"When forming words from a source with multiple letter types at different frequencies, the student omits one or more case categories (e.g., forgets the 'two pairs' case when selecting 4 letters from EXAMINATION)."
Q_M_18_176,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_177,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_178,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_178,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_179,ERR_M_19_003,Dictionary-rank off-by-one,Procedural error,"When computing the dictionary rank of a word, the student either forgets to add 1 for the target word itself or double-counts the final position."
Q_M_18_179,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_180,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_181,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_182,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_183,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_184,ERR_M_19_009,Case omission in mixed-repetition words,Setup error,"When forming words from a source with multiple letter types at different frequencies, the student omits one or more case categories (e.g., forgets the 'two pairs' case when selecting 4 letters from EXAMINATION)."
Q_M_18_184,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_185,ERR_M_19_003,Dictionary-rank off-by-one,Procedural error,"When computing the dictionary rank of a word, the student either forgets to add 1 for the target word itself or double-counts the final position."
Q_M_18_185,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_186,ERR_M_19_011,Leading-zero neglect,Setup error,"The student forgets that when forming n-digit numbers from a digit set containing 0, the leading position cannot be 0, and counts invalid numbers with 0 in the first position."
Q_M_18_187,ERR_M_19_004,Degenerate geometry failure,Setup error,"When counting triangles from points including collinear subsets, the student fails to subtract the degenerate 'triangles' formed by three collinear points."
Q_M_18_188,ERR_M_19_007,Complementary counting boundary mismatch,Setup error,"The student attempts complementary counting but uses a wrong total (e.g., total arrangements without constraints) that doesn't match the constrained universe of the problem."
Q_M_18_189,ERR_M_19_012,Stars-and-bars without variable substitution,Procedural error,"The student applies stars-and-bars directly without first substituting variables to account for lower-bound constraints (e.g., x ≥ 3 should become x' = x - 3, x' ≥ 0)."
Q_M_18_190,ERR_M_19_012,Stars-and-bars without variable substitution,Procedural error,"The student applies stars-and-bars directly without first substituting variables to account for lower-bound constraints (e.g., x ≥ 3 should become x' = x - 3, x' ≥ 0)."
Q_M_18_191,ERR_M_19_004,Degenerate geometry failure,Setup error,"When counting triangles from points including collinear subsets, the student fails to subtract the degenerate 'triangles' formed by three collinear points."
Q_M_18_192,ERR_M_19_001,Identical-object partition neglect,Conceptual error,"When distributing identical objects into identical groups (e.g., 8 identical books into 4 identical shelves), the student uses stars-and-bars (which assumes distinct groups) instead of integer partition enumeration."
Q_M_18_193,ERR_M_19_008,Circular vs linear conflation,Conceptual error,"The student applies the n! formula for linear arrangements to circular arrangement problems instead of (n-1)!, or vice versa."
Q_M_18_194,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_18_195,ERR_M_19_012,Stars-and-bars without variable substitution,Procedural error,"The student applies stars-and-bars directly without first substituting variables to account for lower-bound constraints (e.g., x ≥ 3 should become x' = x - 3, x' ≥ 0)."
Q_M_18_196,ERR_M_19_001,Identical-object partition neglect,Conceptual error,"When distributing identical objects into identical groups (e.g., 8 identical books into 4 identical shelves), the student uses stars-and-bars (which assumes distinct groups) instead of integer partition enumeration."
Q_M_18_197,ERR_M_19_006,Inclusion-exclusion sign error,Procedural error,The student incorrectly adds where they should subtract (or vice versa) when applying inclusion-exclusion for compound divisibility or adjacency constraints.
Q_M_18_198,ERR_M_19_003,Dictionary-rank off-by-one,Procedural error,"When computing the dictionary rank of a word, the student either forgets to add 1 for the target word itself or double-counts the final position."
Q_M_18_199,ERR_M_19_010,Repeated-letter overcounting,Procedural error,"The student treats repeated letters (e.g., the two S's in ASSASSINATION) as distinct, failing to divide by the factorial of the repeat count, inflating the answer."
Q_M_20_076,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_077,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_078,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_079,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_080,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_081,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_082,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_083,ERR_M_21_002,Double-counting from |x| symmetry,Procedural error,"In equations involving |x| or x², student counts x = a and x = −a as distinct roots when they are the same, or merges them when they are indeed distinct, leading to an incorrect root count."
Q_M_20_084,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_085,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_086,ERR_M_21_004,Greatest integer function continuity assumption,Conceptual error,"Student treats [x] as continuous or differentiable, failing to analyze the equation on each unit interval separately, leading to missed or phantom solutions."
Q_M_20_087,ERR_M_21_007,Incomplete root-location conditions,Setup error,"When constraining roots to lie in an interval, student checks the discriminant but forgets to also verify f(a)·f(b) < 0, or omits the vertex condition −b/2a ∈ (a,b), obtaining a parameter range that is too wide or too narrow."
Q_M_20_088,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_089,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_090,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_091,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_092,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_093,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_094,ERR_M_21_001,Periodicity blindness in high-power roots,Conceptual error,"Student attempts to compute αⁿ for large n by brute-force recurrence instead of recognizing that roots of unity have period dividing a small integer, causing either computational blowup or arithmetic errors."
Q_M_20_095,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_096,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_097,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_098,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_099,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_100,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_101,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_102,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_103,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_104,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_104,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_105,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_106,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_107,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_108,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_109,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_110,ERR_M_21_007,Incomplete root-location conditions,Setup error,"When constraining roots to lie in an interval, student checks the discriminant but forgets to also verify f(a)·f(b) < 0, or omits the vertex condition −b/2a ∈ (a,b), obtaining a parameter range that is too wide or too narrow."
Q_M_20_111,ERR_M_21_007,Incomplete root-location conditions,Setup error,"When constraining roots to lie in an interval, student checks the discriminant but forgets to also verify f(a)·f(b) < 0, or omits the vertex condition −b/2a ∈ (a,b), obtaining a parameter range that is too wide or too narrow."
Q_M_20_112,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_113,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_114,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_115,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_115,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_116,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_117,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_118,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_119,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_120,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_121,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_122,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_123,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_124,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_125,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_126,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_127,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_128,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_129,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_129,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_130,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_131,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_132,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_133,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_133,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_134,ERR_M_21_007,Incomplete root-location conditions,Setup error,"When constraining roots to lie in an interval, student checks the discriminant but forgets to also verify f(a)·f(b) < 0, or omits the vertex condition −b/2a ∈ (a,b), obtaining a parameter range that is too wide or too narrow."
Q_M_20_135,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_136,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_137,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_138,ERR_M_21_004,Greatest integer function continuity assumption,Conceptual error,"Student treats [x] as continuous or differentiable, failing to analyze the equation on each unit interval separately, leading to missed or phantom solutions."
