question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_20_120,Quadratic Equation And Inequalities,Mathematics,2017,8th April Morning,MCQ,Let p(x) be a quadratic polynomial such that p(0) = 1. If p(x) leaves remainder 4 when divided by x – 1 and it leaves remainder 6 when divided by x + 1; then:,True,EX_M_20_041,158,p(x) = 4x^2 - x + 1,"[{'step': 1, 'action': 'Let the polynomial be ax^2 + bx + c and use p(0)=1 to find c', 'concept_used': 'Polynomial representation'}, {'step': 2, 'action': 'Use the remainder theorem for division by x-1 to create an equation', 'concept_used': 'Remainder theorem'}, {'step': 3, 'action': 'Use the remainder theorem for division by x+1 to create another equation', 'concept_used': 'Remainder theorem'}, {'step': 4, 'action': 'Solve the system of two linear equations for a and b', 'concept_used': 'System of linear equations'}, {'step': 5, 'action': 'Construct the final polynomial expression', 'concept_used': 'Substitution'}]","['p(x) = 4x^2 + x + 1', 'p(x) = 2x^2 - x + 1', 'p(x) = 4x^2 - x - 1']"
Q_M_20_121,Quadratic Equation And Inequalities,Mathematics,2017,Offline,MCQ,"If for a positive integer n, the quadratic equation x(x + 1) + (x + 1)(x + 2) + ... + (x + n–1)(x + n) = 10n has two consecutive integral solutions, then n is equal to:",False,,168,11,"[{'step': 1, 'action': 'Rewrite the given sum of series using summation notation', 'concept_used': 'Summation formulas'}, {'step': 2, 'action': 'Evaluate the sums of coefficients for x and constant terms', 'concept_used': 'Sum of first n natural numbers and squares'}, {'step': 3, 'action': 'Divide by n to form a standard quadratic equation in x', 'concept_used': 'Algebraic simplification'}, {'step': 4, 'action': 'Use the condition that roots are consecutive integers (difference is 1)', 'concept_used': 'Discriminant formula'}, {'step': 5, 'action': 'Solve the resulting equation for n', 'concept_used': 'Solving quadratic equations'}]","['10', '12', '9']"
Q_M_20_122,Quadratic Equation And Inequalities,Mathematics,2016,10th April Morning,MCQ,"If x is a solution of the equation √(2x + 1) – √(2x – 1) = 1, (x ≥ 1/2), then √(4x² – 1) is equal to:",False,,101,3/4,"[{'step': 1, 'action': 'Square both sides of the given irrational equation', 'concept_used': 'Squaring operation'}, {'step': 2, 'action': 'Isolate the radical term on one side', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Square both sides again to eliminate the root', 'concept_used': 'Squaring operation'}, {'step': 4, 'action': 'Solve the resulting linear equation for x', 'concept_used': 'Linear equation solving'}, {'step': 5, 'action': 'Substitute x into the required expression and compute', 'concept_used': 'Substitution'}]","['1/2', '5/4', '3/2']"
Q_M_20_123,Quadratic Equation And Inequalities,Mathematics,2016,9th April Morning,MCQ,"If the equations x² + bx – 1 = 0 and x² + x + b = 0 have a common root different from –1, then |b| is equal to:",True,EX_M_20_005,111,\sqrt{3},"[{'step': 1, 'action': 'Assume alpha is the common root and substitute it into both equations', 'concept_used': 'Common root condition'}, {'step': 2, 'action': 'Subtract the two equations to express alpha in terms of b', 'concept_used': 'Elimination method'}, {'step': 3, 'action': 'Substitute alpha back into one of the quadratic equations', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Simplify the rational equation to find a polynomial equation in b', 'concept_used': 'Algebraic simplification'}, {'step': 5, 'action': 'Solve for b (excluding 0) and determine its absolute value', 'concept_used': 'Complex numbers magnitude'}]","['2', '1', '3']"
Q_M_20_124,Quadratic Equation And Inequalities,Mathematics,2016,Offline,MCQ,The sum of all real values of x satisfying the equation (x² – 5x + 5)^(x² + 4x – 60) = 1 is:,False,,92,3,"[{'step': 1, 'action': 'Identify that A^B = 1 has three main cases', 'concept_used': 'Exponential equations'}, {'step': 2, 'action': 'Solve for exponent equals 0 and verify base is not 0', 'concept_used': 'Zero exponent rule'}, {'step': 3, 'action': 'Solve for base equals 1', 'concept_used': 'Base 1 rule'}, {'step': 4, 'action': 'Solve for base equals -1 and verify exponent is even', 'concept_used': 'Base -1 rule'}, {'step': 5, 'action': 'Sum all the valid solutions found in the cases', 'concept_used': 'Addition'}]","['6', '5', '2']"
Q_M_20_125,Quadratic Equation And Inequalities,Mathematics,2015,Offline,MCQ,"Let α and β be the roots of equation x² – 6x – 2 = 0. If aₙ = αⁿ – βⁿ, for n ≥ 1, then the value of (a₁₀ – 2a₈)/(2a₉) is equal to:",True,EX_M_20_017,130,3,"[{'step': 1, 'action': 'Write the characteristic equation satisfied by the roots', 'concept_used': 'Roots of polynomial'}, {'step': 2, 'action': 'Multiply by x^8 to get a relation for higher powers', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Express alpha^10 - 2*alpha^8 and beta^10 - 2*beta^8 in terms of power 9', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Subtract the two expressions to represent a_10 - 2a_8 in terms of a_9', 'concept_used': 'Linear combination'}, {'step': 5, 'action': 'Evaluate the requested ratio', 'concept_used': 'Simplification'}]","['2', '4', '6']"
Q_M_20_126,Quadratic Equation And Inequalities,Mathematics,2015,Offline,MCQ,"Let α and β be the roots of equation px² + qx + r = 0, p ≠ 0. If p, q, r in A.P. and 1/α + 1/β = 4, then the value of |α – β| is:",False,,129,\frac{2\sqrt{13}}{9},"[{'step': 1, 'action': 'Use the condition that p, q, r are in arithmetic progression', 'concept_used': 'Arithmetic progression property'}, {'step': 2, 'action': 'Express the sum of reciprocals of roots in terms of coefficients and equate to 4', 'concept_used': ""Vieta's formulas""}, {'step': 3, 'action': 'Solve the system of equations to express p and q in terms of r', 'concept_used': 'System of linear equations'}, {'step': 4, 'action': 'Substitute these back into the original quadratic equation', 'concept_used': 'Substitution'}, {'step': 5, 'action': 'Calculate the magnitude of the difference of the roots using the discriminant', 'concept_used': 'Difference of roots formula'}]","['\\frac{\\sqrt{13}}{9}', '\\frac{4\\sqrt{13}}{9}', '\\frac{2\\sqrt{13}}{3}']"
Q_M_20_127,Quadratic Equation And Inequalities,Mathematics,2015,Offline,MCQ,"If the equations x² + 2x + 3 = 0 and ax² + bx + c = 0, a, b, c ∈ ℝ, have a common root, then a : b : c is:",False,,106,1:2:3,"[{'step': 1, 'action': 'Calculate the discriminant of the first quadratic equation', 'concept_used': 'Discriminant formula'}, {'step': 2, 'action': 'Observe that the discriminant is negative, meaning roots are complex', 'concept_used': 'Nature of roots'}, {'step': 3, 'action': 'Deduce that since coefficients are real, both complex roots must be shared', 'concept_used': 'Complex conjugate roots theorem'}, {'step': 4, 'action': 'Conclude that the coefficients of the two equations must be proportional', 'concept_used': 'Proportionality of coefficients'}, {'step': 5, 'action': 'Write the final ratio of the coefficients', 'concept_used': 'Ratios'}]","['3:2:1', '1:3:2', '2:1:3']"
Q_M_20_128,Quadratic Equation And Inequalities,Mathematics,2025,23rd January Morning,Numerical,"If the equation a(b−c)x² + b(c−a)x + c(a−b) = 0 has equal roots, where a + c = 15 and b = 36/5, then a² + c² is equal to ____",False,,125,117,"[{'step': 1, 'action': 'Observe that the sum of the coefficients is zero, meaning x=1 is a root', 'concept_used': 'Sum of coefficients property'}, {'step': 2, 'action': 'Use the equal roots condition to state the product of roots is 1', 'concept_used': 'Roots of polynomial'}, {'step': 3, 'action': 'Solve the product equation to show a, b, c are in Harmonic Progression', 'concept_used': 'Harmonic progression relation'}, {'step': 4, 'action': 'Substitute given values to find the product ac', 'concept_used': 'Substitution'}, {'step': 5, 'action': 'Use algebraic identities to find a^2 + c^2', 'concept_used': 'Algebraic identities'}]","['108', '125', '144']"
Q_M_20_129,Quadratic Equation And Inequalities,Mathematics,2024,8th April Evening,Numerical,The number of distinct real roots of the equation |x+1||x+3| − 4|x+2| + 5 = 0 is ____,False,,85,2,"[{'step': 1, 'action': 'Express the first term as a function of |x+2|', 'concept_used': 'Difference of squares'}, {'step': 2, 'action': 'Substitute t = |x+2| and form an equation in t', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Analyze cases for t based on the absolute value expression', 'concept_used': 'Absolute value properties'}, {'step': 4, 'action': 'Solve the quadratics for t and filter valid positive values', 'concept_used': 'Quadratic formula'}, {'step': 5, 'action': 'Find corresponding x values and count the distinct real roots', 'concept_used': 'Counting'}]","['4', '3', '1']"
Q_M_20_130,Quadratic Equation And Inequalities,Mathematics,2024,6th April Evening,Numerical,"Let α, β be roots of x² + √2 x − 8 = 0. If Uₙ = αⁿ + βⁿ, then (U₁₀ + √2 U₉)/(2U₈) is equal to ____",False,,98,4,"[{'step': 1, 'action': 'Write the characteristic equation satisfied by the root alpha', 'concept_used': 'Roots of polynomial'}, {'step': 2, 'action': 'Multiply the equation by alpha^(n-2) to generalize for powers', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Apply the same relation for beta and add them together', 'concept_used': 'Linear combination'}, {'step': 4, 'action': 'Form the recurrence relation connecting U_n, U_{n-1}, U_{n-2}', 'concept_used': 'Recurrence relation'}, {'step': 5, 'action': 'Substitute n=10 and simplify the required expression', 'concept_used': 'Substitution'}]","['2', '8', '16']"
Q_M_20_131,Quadratic Equation And Inequalities,Mathematics,2024,6th April Morning,Numerical,"Let x₁, x₂, x₃, x₄ be the solution of the equation 4x⁴ + 8x³ − 17x² − 12x + 9 = 0 and (4 + x₁²)(4 + x₂²)(4 + x₃²)(4 + x₄²) = (125/16)m. Then the value of m is ____",False,,163,221,"[{'step': 1, 'action': 'Factor the required product term into complex factors involving roots', 'concept_used': 'Difference of squares'}, {'step': 2, 'action': 'Relate these products to the value of the polynomial P(x) at x=2i and x=-2i', 'concept_used': 'Polynomial factorization'}, {'step': 3, 'action': 'Evaluate P(2i) and find its magnitude squared', 'concept_used': 'Complex number evaluation'}, {'step': 4, 'action': 'Calculate the value of the product of terms (4+x_i^2)', 'concept_used': 'Algebraic evaluation'}, {'step': 5, 'action': 'Equate to the given form to solve for m', 'concept_used': 'Linear equation solving'}]","['225', '215', '231']"
Q_M_20_132,Quadratic Equation And Inequalities,Mathematics,2024,5th April Evening,Numerical,The number of real solutions of the equation x|x+5| + 2|x+7| − 2 = 0 is ____,False,,76,3,"[{'step': 1, 'action': 'Identify the critical points of the absolute value expressions', 'concept_used': 'Absolute value properties'}, {'step': 2, 'action': 'Divide the real line into three intervals based on critical points', 'concept_used': 'Interval analysis'}, {'step': 3, 'action': 'Solve the resulting quadratic equation for each interval', 'concept_used': 'Quadratic formula'}, {'step': 4, 'action': 'Filter out solutions that do not fall within their respective intervals', 'concept_used': 'Inequality check'}, {'step': 5, 'action': 'Count the total number of valid real solutions', 'concept_used': 'Counting'}]","['2', '4', '1']"
Q_M_20_133,Quadratic Equation And Inequalities,Mathematics,2024,5th April Morning,Numerical,The number of distinct real roots of the equation |x||x+2| − 5|x+1| − 1 = 0 is ____,True,EX_M_20_014,83,3,"[{'step': 1, 'action': 'Rewrite the first term in terms of |x+1|', 'concept_used': 'Completing the square'}, {'step': 2, 'action': 'Substitute t = |x+1| to form an equation in t', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Analyze cases for the absolute value of the t expression', 'concept_used': 'Absolute value properties'}, {'step': 4, 'action': 'Solve the resulting quadratics and find valid positive values for t', 'concept_used': 'Quadratic formula'}, {'step': 5, 'action': 'Solve for x and count the total distinct valid solutions', 'concept_used': 'Counting'}]","['2', '4', '5']"
Q_M_20_134,Quadratic Equation And Inequalities,Mathematics,2024,31st January Evening,Numerical,"Let a, b, c be the lengths of three sides of a triangle satisfying the condition (a² + b²)x² − 2b(a+c)x + (b² + c²) = 0. If the set of all possible values of x is the interval (α, β), then 12(α² + β²) is equal to ____",False,,217,36,"[{'step': 1, 'action': 'Rewrite the quadratic in x as a sum of two squares', 'concept_used': 'Completing the square'}, {'step': 2, 'action': 'Determine that for real x, the squares must be zero, linking x to ratio of sides', 'concept_used': 'Properties of squares'}, {'step': 3, 'action': 'Deduce that b^2 = ac and set up triangle inequality conditions for common ratio r', 'concept_used': 'Triangle inequality'}, {'step': 4, 'action': 'Solve the inequalities to find the interval (alpha, beta) for r (and hence x)', 'concept_used': 'Solving quadratic inequalities'}, {'step': 5, 'action': 'Calculate the required expression using the found endpoints', 'concept_used': 'Algebraic evaluation'}]","['24', '48', '12']"
Q_M_20_135,Quadratic Equation And Inequalities,Mathematics,2024,30th January Evening,Numerical,The number of real solutions of the equation x(x² + 3|x| + 5|x−1| + 6|x−2|) = 0 is ____,False,,87,1,"[{'step': 1, 'action': 'Identify that x=0 is an immediate solution', 'concept_used': 'Zero product property'}, {'step': 2, 'action': 'Analyze the expression inside the parenthesis', 'concept_used': 'Sum of non-negative terms'}, {'step': 3, 'action': 'Deduce that all terms inside are strictly non-negative', 'concept_used': 'Absolute value properties'}, {'step': 4, 'action': 'Conclude the sum cannot be zero because not all terms can vanish simultaneously', 'concept_used': 'Logical deduction'}, {'step': 5, 'action': 'State the final count of real solutions', 'concept_used': 'Counting'}]","['0', '2', '3']"
Q_M_20_136,Quadratic Equation And Inequalities,Mathematics,2024,30th January Morning,Numerical,"Let α, β ∈ ℕ be roots of the equation x² − 70x + λ = 0, where λ/2, λ/3 ∉ ℕ. If λ assumes the minimum possible value, then ((√(α−1) + √(β−1))(λ+35))/|α−β| is equal to ____",False,,170,60,"[{'step': 1, 'action': 'Determine that the integer roots must not be divisible by 2 or 3', 'concept_used': ""Vieta's formulas""}, {'step': 2, 'action': 'List pairs of odd numbers summing to 70 and not divisible by 3', 'concept_used': 'Number theory constraints'}, {'step': 3, 'action': 'Select the pair that minimizes their product', 'concept_used': 'Minimization'}, {'step': 4, 'action': 'Identify alpha and beta, and calculate lambda', 'concept_used': 'Multiplication'}, {'step': 5, 'action': 'Substitute these values into the given expression and evaluate', 'concept_used': 'Substitution'}]","['45', '50', '72']"
Q_M_20_137,Quadratic Equation And Inequalities,Mathematics,2024,29th January Evening,Numerical,"Let the set C = {(x, y) | x² − 2^y = 2023, x, y ∈ ℕ}. Then ∑₍ₓ,ᵧ₎∈c (x+y) is equal to ____",False,,90,46,"[{'step': 1, 'action': 'Analyze the equation modulo 3 and modulo 4 to find constraints on y', 'concept_used': 'Modular arithmetic'}, {'step': 2, 'action': 'Deduce that y must be an odd integer and specifically y=1 to avoid contradictions', 'concept_used': 'Logical deduction'}, {'step': 3, 'action': 'Substitute y=1 into the equation and solve for x', 'concept_used': 'Solving quadratic equations'}, {'step': 4, 'action': 'Verify if the resulting x is a natural number', 'concept_used': 'Verification'}, {'step': 5, 'action': 'Calculate the sum of x and y for the unique solution pair', 'concept_used': 'Addition'}]","['45', '44', '47']"
Q_M_20_138,Quadratic Equation And Inequalities,Mathematics,2023,13th April Evening,Numerical,Let [α] denote the greatest integer ≤ α. Then [√1] + [√2] + [√3] + ... + [√120] is equal to ____,False,,96,825,"[{'step': 1, 'action': 'Group terms by their greatest integer value k', 'concept_used': 'Greatest integer function'}, {'step': 2, 'action': 'Determine the number of terms for each integer value k using interval bounds', 'concept_used': 'Difference of squares'}, {'step': 3, 'action': 'Set up a summation formula for the grouped terms from k=1 to 9', 'concept_used': 'Summation formulas'}, {'step': 4, 'action': 'Evaluate the sum of the series using standard formulas', 'concept_used': 'Sum of squares and linear terms'}, {'step': 5, 'action': 'Add the remaining terms for k=10 up to the upper limit to get the total', 'concept_used': 'Addition'}]","['815', '835', '715']"
Q_M_20_139,Quadratic Equation And Inequalities,Mathematics,2023,11th April Evening,Numerical,"The number of points where the curve f(x) = e^(8x) − e^(6x) − 3e^(4x) − e^(2x) + 1, x ∈ ℝ cuts the x-axis is equal to ____",False,,122,2,"[{'step': 1, 'action': 'Substitute t for e^(2x) to create a polynomial equation', 'concept_used': 'Substitution'}, {'step': 2, 'action': 'Divide by t^2 to transform it into a symmetric equation', 'concept_used': 'Symmetric polynomials'}, {'step': 3, 'action': 'Substitute u = t + 1/t and solve the resulting quadratic for u', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Filter valid u values (u >= 2) and find the corresponding quadratic in t', 'concept_used': 'Inequality conditions'}, {'step': 5, 'action': 'Determine the number of distinct positive roots for t to find the number of x points', 'concept_used': 'Discriminant analysis'}]","['4', '1', '0']"
Q_M_20_140,Quadratic Equation And Inequalities,Mathematics,2023,11th April Morning,Numerical,"If a and b are the roots of the equation x² − 7x − 1 = 0, then the value of (a²¹ + b²¹ + a¹⁷ + b¹⁷)/(a¹⁹ + b¹⁹) is equal to ____",False,,128,51,"[{'step': 1, 'action': 'Define Sn as the sum of nth powers of roots and establish its recurrence relation', 'concept_used': ""Newton's sums""}, {'step': 2, 'action': 'Express the required numerator terms in terms of lower power sums using the relation', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Substitute these expressions back into the target ratio', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Factor out common terms to simplify the expression', 'concept_used': 'Factorization'}, {'step': 5, 'action': 'Cancel out terms to find the final numerical value', 'concept_used': 'Simplification'}]","['49', '50', '47']"
Q_M_20_141,Quadratic Equation And Inequalities,Mathematics,2023,8th April Evening,Numerical,"Let m and n be the numbers of real roots of the quadratic equations x² − 12x + [x] + 31 = 0 and x² − 5|x+2| − 4 = 0 respectively, where [x] denotes the greatest integer ≤ x. Then m² + mn + n² is equal to ____",False,,208,9,"[{'step': 1, 'action': 'Analyze the first equation by isolating the greatest integer function and check for valid integer bounds', 'concept_used': 'Greatest integer function properties'}, {'step': 2, 'action': 'Prove the first equation has no real solutions to determine m=0', 'concept_used': 'Logical deduction'}, {'step': 3, 'action': 'Split the second equation into intervals based on absolute value and solve quadratics', 'concept_used': 'Absolute value properties'}, {'step': 4, 'action': 'Count valid real roots for the second equation to determine n', 'concept_used': 'Counting'}, {'step': 5, 'action': 'Calculate the final required mathematical expression', 'concept_used': 'Algebraic evaluation'}]","['12', '7', '16']"
Q_M_20_142,Quadratic Equation And Inequalities,Mathematics,2023,30th January Evening,Numerical,"If the value of real number a > 0 for which x² − 5ax + 1 = 0 and x² − ax − 5 = 0 have a common real root is 3/√(2β), then β is equal to ____",True,EX_M_20_003,140,13,"[{'step': 1, 'action': 'Assume alpha is the common root and substitute it into both equations', 'concept_used': 'Common root condition'}, {'step': 2, 'action': 'Subtract equations to express alpha in terms of a', 'concept_used': 'Elimination method'}, {'step': 3, 'action': 'Substitute alpha back into one equation to find a polynomial in a', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Solve for a^2 and select the positive root for a', 'concept_used': 'Algebraic solving'}, {'step': 5, 'action': 'Equate a to the given formula to find beta', 'concept_used': 'Comparison'}]","['26', '9', '5']"
Q_M_20_143,Quadratic Equation And Inequalities,Mathematics,2023,29th January Evening,Numerical,"Let α₁, α₂, ..., α₇ be the roots of the equation x⁷ + 3x⁵ − 13x³ − 15x = 0 and |α₁| ≥ |α₂| ≥ ... ≥ |α₇|. Then α₁α₂ − α₃α₄ + α₅α₆ is equal to ____",False,,145,9,"[{'step': 1, 'action': 'Factor out x to find the first root', 'concept_used': 'Factorization'}, {'step': 2, 'action': 'Substitute t for x^2 to reduce the equation to a cubic in t', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Find the roots of the cubic equation by testing small integer values and factoring', 'concept_used': 'Factor theorem'}, {'step': 4, 'action': 'Solve for x and list all roots with their magnitudes to order them', 'concept_used': 'Complex roots magnitude'}, {'step': 5, 'action': 'Calculate the specified sum of products using pairs of roots', 'concept_used': 'Algebraic evaluation'}]","['8', '10', '7']"
Q_M_20_144,Quadratic Equation And Inequalities,Mathematics,2023,25th January Evening,Numerical,"Let α ∈ ℝ and let α, β be the roots of the equation x² + 60^(1/4) x + a = 0. If α⁴ + β⁴ = −30, then the product of all possible values of a is ____",False,,147,45,"[{'step': 1, 'action': 'Express the sum of fourth powers of roots using sum and product of roots', 'concept_used': 'Algebraic identities'}, {'step': 2, 'action': 'Substitute the coefficients of the quadratic into the expanded identity', 'concept_used': ""Vieta's formulas""}, {'step': 3, 'action': 'Equate the expression to -30 to form a quadratic equation in a', 'concept_used': 'Algebraic equation setup'}, {'step': 4, 'action': ""Use Vieta's formulas to find the product of all valid values of a"", 'concept_used': 'Product of roots'}, {'step': 5, 'action': 'Verify that the roots for a are real', 'concept_used': 'Discriminant check'}]","['-45', '90', '60']"
Q_M_20_145,Quadratic Equation And Inequalities,Mathematics,2023,24th January Morning,Numerical,Let λ ∈ ℝ and let the equation E be |x|² − 2|x| + |λ − 3| = 0. Then the largest element in the set S = {x + λ : x is an integer solution of E} is ____,False,,150,5,"[{'step': 1, 'action': 'Complete the square for the |x| terms in the equation', 'concept_used': 'Completing the square'}, {'step': 2, 'action': 'Determine that the right side must be a perfect square bounded by 1', 'concept_used': 'Integer squares properties'}, {'step': 3, 'action': 'Solve for lambda in the cases where the right side is 1 or 0', 'concept_used': 'Absolute value equations'}, {'step': 4, 'action': 'Find the corresponding integer x values for each valid lambda', 'concept_used': 'Solving equations'}, {'step': 5, 'action': 'Compute x + lambda for all combinations and find the maximum', 'concept_used': 'Maximization'}]","['4', '6', '3']"
Q_M_20_146,Quadratic Equation And Inequalities,Mathematics,2022,29th July Evening,Numerical,"Let α, β (α > β) be the roots of the quadratic equation x² − x − 4 = 0. If Pₙ = αⁿ − βⁿ, n ∈ ℕ, then (P₁₅P₁₆ − P₁₄P₁₆ − P₁₅² + P₁₄P₁₅)/(P₁₃P₁₄) is equal to ____",False,,160,16,"[{'step': 1, 'action': 'Write the characteristic recurrence relation based on the quadratic equation', 'concept_used': 'Recurrence relation from roots'}, {'step': 2, 'action': 'Factor the numerator of the given expression', 'concept_used': 'Algebraic factorization'}, {'step': 3, 'action': 'Replace differences of consecutive sequence terms using the recurrence relation', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Simplify the numerator to a product involving lower terms', 'concept_used': 'Simplification'}, {'step': 5, 'action': 'Cancel with the denominator to find the final constant value', 'concept_used': 'Division'}]","['4', '8', '64']"
Q_M_20_147,Quadratic Equation And Inequalities,Mathematics,2022,28th July Morning,Numerical,The sum of all real values of x for which (3x² − 9x + 17)/(x² + 3x + 10) = (5x² − 7x + 19)/(3x² + 5x + 12) is equal to ____,False,,123,6,"[{'step': 1, 'action': 'Observe the structure by subtracting denominator from numerator for both sides', 'concept_used': 'Algebraic manipulation'}, {'step': 2, 'action': 'Identify a common difference polynomial K between numerators and denominators', 'concept_used': 'Pattern recognition'}, {'step': 3, 'action': 'Rewrite equation to deduce either K=0 or denominators are equal', 'concept_used': 'Logical deduction'}, {'step': 4, 'action': 'Solve K=0 to find real roots and sum them', 'concept_used': ""Quadratic formula and Vieta's""}, {'step': 5, 'action': 'Show the second case produces no real roots', 'concept_used': 'Discriminant analysis'}]","['5', '7', '12']"
Q_M_20_148,Quadratic Equation And Inequalities,Mathematics,2022,26th July Morning,Numerical,"If for some p, q, r ∈ ℝ, not all have same sign, one of the roots of the equation (p² + q²)x² − 2q(p+r)x + q² + r² = 0 is also a root of the equation x² + 2x − 8 = 0, then (q² + r²)/p² is equal to ____",False,,201,272,"[{'step': 1, 'action': 'Calculate the discriminant of the first equation to establish condition for real roots', 'concept_used': 'Discriminant formula'}, {'step': 2, 'action': 'Deduce that roots must be equal to maintain reality condition', 'concept_used': 'Zero discriminant'}, {'step': 3, 'action': 'Express the equal root in terms of p and q', 'concept_used': 'Root formula'}, {'step': 4, 'action': 'Match this root to the given roots of the second equation considering the sign constraint', 'concept_used': 'Logical constraints'}, {'step': 5, 'action': 'Substitute relationships into the final expression to calculate the value', 'concept_used': 'Substitution and calculation'}]","['20', '68', '136']"
Q_M_20_149,Quadratic Equation And Inequalities,Mathematics,2022,26th July Morning,Numerical,The number of distinct real roots of the equation x⁵(x³ − x² − x + 1) + x(3x³ − 4x² − 2x + 4) − 1 = 0 is ____,False,,109,3,"[{'step': 1, 'action': 'Expand the polynomial and test small integer roots', 'concept_used': 'Rational root theorem'}, {'step': 2, 'action': 'Perform synthetic division to factor out (x-1)^2 and (x+1)', 'concept_used': 'Synthetic division'}, {'step': 3, 'action': 'Analyze the remaining quintic factor using its derivative', 'concept_used': 'Derivative analysis for roots'}, {'step': 4, 'action': 'Conclude the quintic has exactly one distinct real root', 'concept_used': 'Strict monotonicity'}, {'step': 5, 'action': 'Count all distinct real roots found', 'concept_used': 'Counting'}]","['4', '2', '5']"
Q_M_20_150,Quadratic Equation And Inequalities,Mathematics,2022,28th June Morning,Numerical,The number of real solutions of the equation e^(4x) + 4e^(3x) − 58e^(2x) + 4e^x + 1 = 0 is ____,False,,95,2,"[{'step': 1, 'action': 'Substitute t for e^x to convert into a 4th degree polynomial', 'concept_used': 'Substitution'}, {'step': 2, 'action': 'Divide by t^2 and group terms to form a symmetric structure', 'concept_used': 'Symmetric polynomials'}, {'step': 3, 'action': 'Substitute u = t + 1/t and solve the quadratic for u', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Filter valid u values (u>=2) to set up quadratics in t', 'concept_used': 'Inequality bounds'}, {'step': 5, 'action': 'Solve for valid positive roots of t and deduce the number of x solutions', 'concept_used': 'Discriminant analysis'}]","['1', '3', '4']"
Q_M_20_151,Quadratic Equation And Inequalities,Mathematics,2022,27th June Evening,Numerical,"Let α, β be the roots of the equation x² − 4λx + 5 = 0 and α, γ be the roots of the equation x² − (3√2 + 2√3)x + 7 + 3λ√3 = 0, λ > 0. If β + γ = 3√2, then (α + 2β + γ)² is equal to ____",True,EX_M_20_020,185,98,"[{'step': 1, 'action': 'Use sum and product of roots for the first equation to express α + β and αβ in terms of λ.', 'concept_used': ""Vieta's formulas""}, {'step': 2, 'action': 'Add the sum of roots from both equations and use the given condition β + γ = 3√2 to find α in terms of λ.', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Substitute α and β back into αβ = 5 to solve for λ, finding λ = √2.', 'concept_used': 'Solving quadratic equations'}, {'step': 4, 'action': 'Determine the exact values of α, β, and γ, and substitute them into the required expression (α + 2β + γ)².', 'concept_used': 'Substitution'}]","['96', '100', '49']"
Q_M_20_152,Quadratic Equation And Inequalities,Mathematics,2022,27th June Morning,Numerical,"If the sum of all the roots of the equation e^(2x) − 11e^x − 45e^(−x) + 81/2 = 0 is log_e p, then p is equal to ____",False,,116,45,"[{'step': 1, 'action': 'Substitute y = e^x to convert the equation into a cubic polynomial in terms of y: 2y³ - 22y² + 81y - 90 = 0.', 'concept_used': 'Change of variables'}, {'step': 2, 'action': 'Note that the sum of the roots x_1 + x_2 + x_3 corresponds to the product of roots y_1 y_2 y_3 because e^(x_1 + x_2 + x_3) = y_1 y_2 y_3.', 'concept_used': 'Properties of logarithms and exponents'}, {'step': 3, 'action': ""Use Vieta's formulas on the cubic equation to find the product of roots y_1 y_2 y_3."", 'concept_used': ""Vieta's formulas""}, {'step': 4, 'action': 'Equate the product 90/2 = 45 to e^(log_e p) = p to find the value of p.', 'concept_used': 'Exponential-logarithmic identity'}]","['90', '22', '81']"
Q_M_20_153,Quadratic Equation And Inequalities,Mathematics,2022,26th June Evening,Numerical,Let p and q be two real numbers such that p + q = 3 and p⁴ + q⁴ = 369. Then (1/p + 1/q)⁻² is equal to ____,False,,106,4,"[{'step': 1, 'action': 'Express p⁴ + q⁴ in terms of p + q and pq using algebraic identities.', 'concept_used': 'Algebraic identities'}, {'step': 2, 'action': 'Substitute p + q = 3 into the identity to form a quadratic equation in terms of m = pq: 2m² - 36m - 288 = 0.', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Solve for m to get m = 24 or m = -6, and reject m = 24 because p and q must be real numbers (which requires (p+q)² - 4pq ≥ 0).', 'concept_used': 'Discriminant condition for real roots'}, {'step': 4, 'action': 'Calculate (1/p + 1/q)⁻² as (pq / (p+q))² and substitute the known values.', 'concept_used': 'Simplification'}]","['16', '9', '-4']"
